time,.data
2018/04/01/18:14:35.981090,-27.5258769989
2018/04/01/18:14:35.981098,-27.5258769989
2018/04/01/18:14:35.997849,-27.1370563507
2018/04/01/18:14:35.997984,-27.1370563507
2018/04/01/18:14:36.024097,-27.2828903198
2018/04/01/18:14:36.024762,-27.2828903198
2018/04/01/18:14:36.046633,-27.460691452
2018/04/01/18:14:36.046820,-27.460691452
2018/04/01/18:14:36.065956,-29.0596199036
2018/04/01/18:14:36.065981,-29.0596199036
2018/04/01/18:14:36.081591,-29.2434654236
2018/04/01/18:14:36.081674,-29.2434654236
2018/04/01/18:14:36.100266,-29.6992473602
2018/04/01/18:14:36.100439,-29.6992473602
2018/04/01/18:14:36.120750,-28.5611991882
2018/04/01/18:14:36.120865,-28.5611991882
2018/04/01/18:14:36.144547,-29.1849803925
2018/04/01/18:14:36.145351,-29.1849803925
2018/04/01/18:14:36.161901,-29.2012767792
2018/04/01/18:14:36.162087,-29.2012767792
2018/04/01/18:14:36.195369,-29.0725421906
2018/04/01/18:14:36.195415,-29.0725421906
2018/04/01/18:14:36.215773,-30.0090618134
2018/04/01/18:14:36.217875,-30.0090618134
2018/04/01/18:14:36.235564,-29.2368793488
2018/04/01/18:14:36.235639,-29.2368793488
2018/04/01/18:14:36.250893,-29.455947876
2018/04/01/18:14:36.251135,-29.455947876
2018/04/01/18:14:36.273153,-28.786233902
2018/04/01/18:14:36.273276,-28.786233902
2018/04/01/18:14:36.289345,-27.8671092987
2018/04/01/18:14:36.289517,-27.8671092987
2018/04/01/18:14:36.323343,-26.830039978
2018/04/01/18:14:36.323352,-26.830039978
2018/04/01/18:14:36.344168,-27.7043228149
2018/04/01/18:14:36.344256,-27.7043228149
2018/04/01/18:14:36.364122,-27.1736984253
2018/04/01/18:14:36.364298,-27.1736984253
2018/04/01/18:14:36.385742,-27.404214859
2018/04/01/18:14:36.385756,-27.404214859
2018/04/01/18:14:36.408236,-28.2707996368
2018/04/01/18:14:36.408512,-28.2707996368
2018/04/01/18:14:36.429556,-27.5383396149
2018/04/01/18:14:36.434576,-27.5383396149
2018/04/01/18:14:36.441600,-28.0036754608
2018/04/01/18:14:36.441736,-28.0036754608
2018/04/01/18:14:36.466112,-29.4021530151
2018/04/01/18:14:36.466136,-29.4021530151
2018/04/01/18:14:36.492846,-29.1981430054
2018/04/01/18:14:36.492900,-29.1981430054
2018/04/01/18:14:36.515009,-29.1913433075
2018/04/01/18:14:36.515017,-29.1913433075
2018/04/01/18:14:36.534341,-30.5744075775
2018/04/01/18:14:36.535625,-30.5744075775
2018/04/01/18:14:36.559176,-30.0794792175
2018/04/01/18:14:36.559551,-30.0794792175
2018/04/01/18:14:36.579257,-30.988451004
2018/04/01/18:14:36.579559,-30.988451004
2018/04/01/18:14:36.600574,-30.8036899567
2018/04/01/18:14:36.600616,-30.8036899567
2018/04/01/18:14:36.611624,-29.8868465424
2018/04/01/18:14:36.611645,-29.8868465424
2018/04/01/18:14:36.640564,-28.5581893921
2018/04/01/18:14:36.640617,-28.5581893921
2018/04/01/18:14:36.664542,-27.9664878845
2018/04/01/18:14:36.665060,-27.9664878845
2018/04/01/18:14:36.685551,-25.4483509064
2018/04/01/18:14:36.685560,-25.4483509064
2018/04/01/18:14:36.705488,-25.5145645142
2018/04/01/18:14:36.705585,-25.5145645142
2018/04/01/18:14:36.729812,-25.5833816528
2018/04/01/18:14:36.730487,-25.5833816528
2018/04/01/18:14:36.748670,-24.5185756683
2018/04/01/18:14:36.748685,-24.5185756683
2018/04/01/18:14:36.770975,-24.4014911652
2018/04/01/18:14:36.770987,-24.4014911652
2018/04/01/18:14:36.781182,-24.3269309998
2018/04/01/18:14:36.781208,-24.3269309998
2018/04/01/18:14:36.811932,-23.6192932129
2018/04/01/18:14:36.812115,-23.6192932129
2018/04/01/18:14:36.826467,-23.6805686951
2018/04/01/18:14:36.826481,-23.6805686951
2018/04/01/18:14:36.858259,-24.4915599823
2018/04/01/18:14:36.858270,-24.4915599823
2018/04/01/18:14:36.882210,-24.2117729187
2018/04/01/18:14:36.882469,-24.2117729187
